100.42.160.0/20 #AS13692 DFN-ASN-1 - Douglas FastNet, US
24.138.128.0/18 #AS11260 EASTLINK-HSI - EastLink, CA
24.138.64.0/20 #AS11260 EASTLINK-HSI - EastLink, CA
24.139.0.0/19 #AS11260 EASTLINK-HSI - EastLink, CA
24.142.0.0/18 #AS11260 EASTLINK-HSI - EastLink, CA
24.145.0.0/18 #AS11776 ATLANTICBB-JOHNSTOWN - Breezeline, US
24.145.112.0/20 #AS11776 ATLANTICBB-JOHNSTOWN - Breezeline, US
24.145.64.0/19 #AS11776 ATLANTICBB-JOHNSTOWN - Breezeline, US
24.148.0.0/18 #AS6079 RCN-AS - RCN, US
24.148.64.0/19 #AS6079 RCN-AS - RCN, US
24.153.32.0/19 #AS11776 ATLANTICBB-JOHNSTOWN - Breezeline, US
24.157.128.0/17 #AS5769 VIDEOTRON - Videotron Ltee, CA
24.170.128.0/20 #AS12213 CNSQ-AS12213 - Centersquare, US
24.170.144.0/21 #AS12213 CNSQ-AS12213 - Centersquare, US
24.170.154.0/23 #AS12213 CNSQ-AS12213 - Centersquare, US
24.200.0.0/14 #AS5769 VIDEOTRON - Videotron Ltee, CA
24.204.160.0/19 #AS11904 ATOM-MI-53-198 - AcenTek, US
24.207.0.0/17 #AS11260 EASTLINK-HSI - EastLink, CA
24.214.128.0/20 #AS6079 RCN-AS - RCN, US
24.214.150.0/23 #AS11776 ATLANTICBB-JOHNSTOWN - Breezeline, US
24.214.152.0/21 #AS11776 ATLANTICBB-JOHNSTOWN - Breezeline, US
24.214.160.0/20 #AS11776 ATLANTICBB-JOHNSTOWN - Breezeline, US
24.214.176.0/22 #AS11776 ATLANTICBB-JOHNSTOWN - Breezeline, US
24.214.180.0/23 #AS11776 ATLANTICBB-JOHNSTOWN - Breezeline, US
24.214.187.0/24 #AS6079 RCN-AS - RCN, US
24.214.188.0/23 #AS6079 RCN-AS - RCN, US
24.214.190.0/24 #AS6079 RCN-AS - RCN, US
24.214.192.0/22 #AS11776 ATLANTICBB-JOHNSTOWN - Breezeline, US
24.214.196.0/23 #AS11776 ATLANTICBB-JOHNSTOWN - Breezeline, US
24.214.198.0/24 #AS11776 ATLANTICBB-JOHNSTOWN - Breezeline, US
24.214.230.0/23 #AS11776 ATLANTICBB-JOHNSTOWN - Breezeline, US
24.214.232.0/21 #AS11776 ATLANTICBB-JOHNSTOWN - Breezeline, US
24.215.64.0/18 #AS11260 EASTLINK-HSI - EastLink, CA
24.222.0.0/16 #AS11260 EASTLINK-HSI - EastLink, CA
24.224.128.0/17 #AS11260 EASTLINK-HSI - EastLink, CA
24.225.128.0/17 #AS5769 VIDEOTRON - Videotron Ltee, CA
24.231.64.0/19 #AS11260 EASTLINK-HSI - EastLink, CA
24.233.112.0/23 #AS11776 ATLANTICBB-JOHNSTOWN - Breezeline, US
24.233.114.0/24 #AS11776 ATLANTICBB-JOHNSTOWN - Breezeline, US
24.233.116.0/22 #AS11776 ATLANTICBB-JOHNSTOWN - Breezeline, US
24.233.120.0/21 #AS11776 ATLANTICBB-JOHNSTOWN - Breezeline, US
24.233.200.0/21 #AS11776 ATLANTICBB-JOHNSTOWN - Breezeline, US
24.233.208.0/20 #AS11776 ATLANTICBB-JOHNSTOWN - Breezeline, US
24.233.94.0/24 #AS3763 AS-BELD-1 - BELD, US
24.233.96.0/20 #AS11776 ATLANTICBB-JOHNSTOWN - Breezeline, US
24.235.20.0/23 #AS9009 M247, RO
24.235.32.0/19 #AS11260 EASTLINK-HSI - EastLink, CA
24.245.116.0/22 #AS11776 ATLANTICBB-JOHNSTOWN - Breezeline, US
24.245.120.0/21 #AS11776 ATLANTICBB-JOHNSTOWN - Breezeline, US
24.245.96.0/20 #AS11776 ATLANTICBB-JOHNSTOWN - Breezeline, US
24.248.63.0/24 #AS7818 ASN-QUEENCREEK - Town of Queen Creek, US
24.35.31.0/24 #AS11776 ATLANTICBB-JOHNSTOWN - Breezeline, US
24.35.96.0/19 #AS6079 RCN-AS - RCN, US
24.37.0.0/16 #AS5769 VIDEOTRON - Videotron Ltee, CA
24.40.128.0/18 #AS8881 VERSATEL, DE
24.42.229.0/24 #AS6079 RCN-AS - RCN, US
24.42.230.0/23 #AS6079 RCN-AS - RCN, US
24.42.232.0/21 #AS6079 RCN-AS - RCN, US
24.42.240.0/20 #AS6079 RCN-AS - RCN, US
24.48.0.0/17 #AS5769 VIDEOTRON - Videotron Ltee, CA
24.48.176.0/20 #AS5769 VIDEOTRON - Videotron Ltee, CA
24.50.4.0/24 #AS1246 TLL-WEST - Zito Media, US
24.53.0.0/18 #AS5769 VIDEOTRON - Videotron Ltee, CA
24.89.192.0/18 #AS11260 EASTLINK-HSI - EastLink, CA
2.52.0.0/14 #AS12400 PARTNER-AS, IL
2.56.0.0/22 #AS15830 EQUINIX, NL
2.56.135.0/24 #AS8767 MNET-AS Germany, DE
2.56.151.0/24 #AS9009 M247, RO
2.56.156.0/23 #AS15401 EOLAS-AS, FR
2.56.158.0/24 #AS15401 EOLAS-AS, FR
2.56.160.0/22 #AS12453 KRAFTCOM-AS, AT
2.56.16.0/22 #AS9009 M247, RO
2.56.171.0/24 #AS8315 WORLDSTREAM, NL
2.56.26.0/23 #AS8219 RU-ISKH-20180719, RU
2.56.56.0/22 #AS3758 SINGNET SingNet, SG
2.57.248.0/22 #AS9009 M247, RO
2.57.28.0/22 #AS9009 M247, RO
2.57.68.0/22 #AS9009 M247, RO
2.58.128.0/22 #AS15605 CONNESI Connesi S.p.A., IT
2.58.172.0/24 #AS16276 OVH, FR
2.58.175.0/24 #AS3170 VELOXSERV, GB
2.58.29.0/24 #AS9009 M247, RO
2.58.40.0/23 #AS2872 NCTY, TR
2.58.42.0/24 #AS2872 NCTY, TR
2.58.44.0/22 #AS9009 M247, RO
2.58.98.0/24 #AS9002 RETN-AS, GB
2.59.0.0/23 #AS9009 M247, RO
2.59.144.0/22 #AS16347 INHERENT, FR
27.110.72.0/21 #AS9221 HSBC-HK-AS HSBC HongKong, HK
27.111.128.0/22 #AS15830 EQUINIX, NL
27.111.160.0/21 #AS15830 EQUINIX, NL
27.111.16.0/20 #AS4613 MOS-NP Mercantile Office Systems, NP
27.111.168.0/22 #AS15830 EQUINIX, NL
27.111.174.0/23 #AS15830 EQUINIX, NL
27.111.176.0/20 #AS15830 EQUINIX, NL
27.111.192.0/19 #AS15830 EQUINIX, NL
27.111.224.0/22 #AS15830 EQUINIX, NL
27.111.232.0/21 #AS15830 EQUINIX, NL
27.111.240.0/21 #AS15830 EQUINIX, NL
27.111.248.0/22 #AS15830 EQUINIX, NL
27.111.253.0/24 #AS15830 EQUINIX, NL
27.111.254.0/23 #AS15830 EQUINIX, NL
27.118.33.0/24 #AS11690 COGNIZANT-US - Cognizant, US
27.122.128.0/17 #AS4668 LGNET-AS-KR LG CNS, KR
27.254.114.0/24 #AS4827 RESERVED-CSLOXINFO-TH CSLOXINFO, TH
27.35.4.0/22 #AS7562 HCNSEOCHO-AS-KR HCN Dongjak, KR
27.35.8.0/21 #AS7562 HCNSEOCHO-AS-KR HCN Dongjak, KR
27.64.0.0/12 #AS7552 VIETEL-AS-AP Viettel Group, VN
2.80.0.0/14 #AS3243 MEO-RESIDENCIAL, PT
2.84.0.0/14 #AS6799 OTENET-GR Athens - Greece, GR
2.95.0.0/16 #AS3216 SOVAM-AS, RU
31.10.128.0/17 #AS6730 SUNRISE, CH
31.10.48.0/21 #AS3302 AS-RETELIT-IRIDEOS, IT
31.105.0.0/18 #AS6079 RCN-AS - RCN, US
31.105.128.0/17 #AS6079 RCN-AS - RCN, US
31.105.64.0/19 #AS6079 RCN-AS - RCN, US
31.11.0.0/19 #AS6772 IMPNET-AS, CH
31.11.64.0/18 #AS16333 A1MK-AS16333, MK
31.12.8.0/22 #AS3313 INET-AS, IT
31.128.32.0/22 #AS9002 RETN-AS, GB
31.128.65.0/24 #AS15785 AS3326-INFRA AS3326-INFRA, UA
31.128.68.0/22 #AS3326 DATAGROUP Datagroup PJSC, UA
31.128.72.0/22 #AS3326 DATAGROUP Datagroup PJSC, UA
31.129.125.0/24 #AS8681 JT, JE
31.129.126.0/23 #AS8595 WESTCALL-AS, RU
31.130.64.0/19 #AS15673 TELESETI-PLUS-AS, RU
31.131.12.0/22 #AS9009 M247, RO
31.131.188.0/23 #AS15830 EQUINIX, NL
31.131.32.0/21 #AS12700 SC-VEKTOR-AS, UA
31.13.144.0/21 #AS16345 BEE-AS Russia, RU
31.13.188.0/22 #AS9009 M247, RO
31.131.92.0/22 #AS8359 MTS, RU
31.132.12.0/24 #AS719 ELISA-AS ELISA OYJ, FI
31.132.240.0/20 #AS15774 TTK-RTL Retail, RU
31.133.193.0/24 #AS9009 M247, RO
31.133.194.0/23 #AS9009 M247, RO
31.133.196.0/22 #AS9009 M247, RO
31.133.24.0/22 #AS9009 M247, RO
31.133.46.0/24 #AS8274 ONLNK, RU
31.134.242.0/23 #AS15774 TTK-RTL Retail, RU
31.134.244.0/23 #AS15774 TTK-RTL Retail, RU
31.134.248.0/21 #AS15774 TTK-RTL Retail, RU
31.135.1.0/24 #AS9009 M247, RO
31.135.7.0/24 #AS9009 M247, RO
31.140.0.0/16 #AS16135 TURKCELL-AS Turkcell A.S., TR
31.141.0.0/21 #AS16135 TURKCELL-AS Turkcell A.S., TR
31.141.16.0/20 #AS16135 TURKCELL-AS Turkcell A.S., TR
31.141.176.0/20 #AS16135 TURKCELL-AS Turkcell A.S., TR
31.141.192.0/18 #AS16135 TURKCELL-AS Turkcell A.S., TR
31.141.32.0/19 #AS16135 TURKCELL-AS Turkcell A.S., TR
31.14.168.0/21 #AS3329 HOL-GR Athens, Greece, GR
31.141.80.0/20 #AS16135 TURKCELL-AS Turkcell A.S., TR
31.141.8.0/22 #AS16135 TURKCELL-AS Turkcell A.S., TR
31.14.19.0/24 #AS2614 ROEDUNET, RO
31.142.0.0/15 #AS16135 TURKCELL-AS Turkcell A.S., TR
31.14.20.0/24 #AS9050 RTD Bucharest, Romania, RO
31.14.208.0/21 #AS3329 HOL-GR Athens, Greece, GR
31.14.240.0/21 #AS3329 HOL-GR Athens, Greece, GR
31.14.252.0/24 #AS9009 M247, RO
31.14.45.0/24 #AS8455 ATOM86-AS ATOM86, NL
31.145.196.0/22 #AS8386 KOCNET, TR
31.145.208.0/23 #AS8386 KOCNET, TR
31.145.212.0/22 #AS8386 KOCNET, TR
31.145.216.0/22 #AS8386 KOCNET, TR
31.145.221.0/24 #AS8386 KOCNET, TR
31.145.222.0/23 #AS8386 KOCNET, TR
31.145.224.0/20 #AS8386 KOCNET, TR
31.145.240.0/22 #AS8386 KOCNET, TR
31.145.248.0/22 #AS8386 KOCNET, TR
31.145.254.0/24 #AS8386 KOCNET, TR
31.14.65.0/24 #AS9009 M247, RO
31.147.0.0/16 #AS2108 CARNET-AS J.Marohnica 5, 10000 Zagreb, HR
31.148.26.0/23 #AS3205 ELECTRON-SERVICE-AS, RU
31.149.0.0/16 #AS1136 KPN KPN National, NL
31.150.0.0/16 #AS9145 EWETEL, DE
31.15.104.0/21 #AS12703 PULSANT-AS, GB
31.15.32.0/19 #AS1257 TELE2, EU
31.154.0.0/16 #AS12400 PARTNER-AS, IL
31.155.100.0/22 #AS8386 KOCNET, TR
31.155.104.0/22 #AS8386 KOCNET, TR
31.155.110.0/23 #AS8386 KOCNET, TR
31.155.112.0/21 #AS8386 KOCNET, TR
31.155.120.0/24 #AS8386 KOCNET, TR
31.155.12.0/22 #AS8386 KOCNET, TR
31.155.122.0/23 #AS8386 KOCNET, TR
31.155.124.0/22 #AS8386 KOCNET, TR
31.155.128.0/19 #AS8386 KOCNET, TR
31.155.160.0/20 #AS8386 KOCNET, TR
31.155.16.0/20 #AS8386 KOCNET, TR
31.155.176.0/21 #AS8386 KOCNET, TR
31.155.192.0/18 #AS8386 KOCNET, TR
31.155.50.0/24 #AS8386 KOCNET, TR
31.155.56.0/21 #AS8386 KOCNET, TR
31.155.64.0/22 #AS8386 KOCNET, TR
31.155.70.0/23 #AS8386 KOCNET, TR
31.155.72.0/22 #AS8386 KOCNET, TR
31.155.78.0/23 #AS8386 KOCNET, TR
31.155.80.0/21 #AS8386 KOCNET, TR
31.155.88.0/23 #AS8386 KOCNET, TR
31.155.91.0/24 #AS8386 KOCNET, TR
31.155.94.0/23 #AS8386 KOCNET, TR
31.155.98.0/23 #AS8386 KOCNET, TR
31.15.80.0/20 #AS8359 MTS, RU
31.160.0.0/15 #AS1136 KPN KPN National, NL
31.164.0.0/15 #AS6730 SUNRISE, CH
31.169.56.0/21 #AS15447 AS-CM, NL
31.170.42.0/23 #AS8968 BT-ITALIA, IT
31.170.64.0/19 #AS8887 TESATEL-AS, SK
31.172.144.0/21 #AS8632 LOL-AS lu, LU
31.172.168.0/22 #AS15967 NETARTGROUP, PL
31.172.228.0/23 #AS16347 INHERENT, FR
31.172.74.0/24 #AS16003 FORNEX-NL-AS, ES
31.172.78.0/24 #AS16003 FORNEX-NL-AS, ES
31.176.128.0/17 #AS9146 BIHNET BIHNET Autonomus System, BA
31.177.120.0/21 #AS9188 INFOSERVE-AS D-66119 Saarbruecken, DE
31.177.48.0/21 #AS16039 KNET, ES
31.182.0.0/15 #AS16342 TOYA TOYA Sp. z o.o., PL
31.184.0.0/18 #AS9145 EWETEL, DE
31.186.112.0/21 #AS8681 JT, JE
31.186.32.0/22 #AS9009 M247, RO
31.186.36.0/23 #AS9009 M247, RO
31.186.48.0/21 #AS12764 AKNET-AS, KG
31.187.112.0/20 #AS9145 EWETEL, DE
31.190.0.0/15 #AS1267 ASN-WINDTRE IUNET, IT
31.192.161.0/24 #AS12668 MIRALOGIC-AS, RU
31.192.169.0/24 #AS12668 MIRALOGIC-AS, RU
31.192.171.0/24 #AS12668 MIRALOGIC-AS, RU
31.192.179.0/24 #AS12668 MIRALOGIC-AS, RU
31.192.180.0/23 #AS12668 MIRALOGIC-AS, RU
31.192.187.0/24 #AS12668 MIRALOGIC-AS, RU
31.192.188.0/24 #AS12668 MIRALOGIC-AS, RU
31.192.248.0/21 #AS8449 AS8449-ELCAT, KG
31.193.208.0/21 #AS15600 QUICKLINE Quickline AG, CH
31.193.232.0/21 #AS8273 DK-STOFANET-AS, DK
31.193.48.0/21 #AS15401 EOLAS-AS, FR
31.194.0.0/15 #AS3269 ASN-IBSNAZ, IT
31.196.0.0/14 #AS3269 ASN-IBSNAZ, IT
31.200.0.0/17 #AS12978 DSMART, TR
31.200.128.0/18 #AS13280 H3G, IE
31.200.192.0/20 #AS12418 QUANTUM, RU
31.204.32.0/20 #AS9009 M247, RO
31.204.80.0/21 #AS16347 INHERENT, FR
31.206.0.0/19 #AS8386 KOCNET, TR
31.206.128.0/19 #AS8386 KOCNET, TR
31.206.160.0/22 #AS8386 KOCNET, TR
31.206.164.0/23 #AS8386 KOCNET, TR
31.206.168.0/21 #AS8386 KOCNET, TR
31.206.176.0/20 #AS8386 KOCNET, TR
31.206.192.0/19 #AS8386 KOCNET, TR
31.206.224.0/20 #AS8386 KOCNET, TR
31.206.244.0/22 #AS8386 KOCNET, TR
31.206.252.0/22 #AS8386 KOCNET, TR
31.206.64.0/18 #AS8386 KOCNET, TR
31.207.128.0/17 #AS8369 INTERSVYAZ-AS 38-B, Komsomolsky prospekt, RU
31.207.52.0/22 #AS8758 IWAY, CH
31.207.60.0/22 #AS8758 IWAY, CH
31.209.192.0/18 #AS6677 ICENET-AS1, IS
31.210.160.0/21 #AS16205 DSINET-ASN, DE
31.210.22.0/23 #AS3758 SINGNET SingNet, SG
31.210.232.0/21 #AS12703 PULSANT-AS, GB
31.210.62.0/23 #AS15830 EQUINIX, NL
31.210.8.0/21 #AS6663 TTI-NET, RO
31.214.146.0/23 #AS16322 PARSONLINE Tehran - IRAN, IR
31.214.154.0/24 #AS16322 PARSONLINE Tehran - IRAN, IR
31.214.222.0/23 #AS5539 SPACENET SpaceNET AG, DE
31.214.228.0/22 #AS16322 PARSONLINE Tehran - IRAN, IR
31.216.170.0/24 #AS15774 TTK-RTL Retail, RU
31.216.59.0/24 #AS931 HYONIX - Hyonix, SG
31.216.64.0/18 #AS15805 SKYNET-CY-AS, CY
31.217.128.0/19 #AS4455 BSO, GB
31.217.160.0/19 #AS6799 OTENET-GR Athens - Greece, GR
31.217.250.0/24 #AS9009 M247, RO
31.219.177.0/24 #AS8966 ETISALAT-AS P.O. Box 1150, Dubai, U, AE
31.219.180.0/24 #AS8966 ETISALAT-AS P.O. Box 1150, Dubai, U, AE
31.220.243.0/24 #AS6079 RCN-AS - RCN, US
31.222.128.0/18 #AS15395 RACKSPACE-LON, GB
31.222.226.0/24 #AS8849 MELBICOM-EU-AS Melbikomas UAB, LT
31.222.64.0/20 #AS12678 BADOO-U, GB
31.223.0.0/22 #AS12735 ASTURKNET, TR
31.223.100.0/23 #AS12735 ASTURKNET, TR
31.223.103.0/24 #AS12735 ASTURKNET, TR
31.223.106.0/24 #AS12735 ASTURKNET, TR
31.223.108.0/23 #AS12735 ASTURKNET, TR
31.223.111.0/24 #AS12735 ASTURKNET, TR
31.223.112.0/23 #AS12735 ASTURKNET, TR
31.223.114.0/24 #AS12735 ASTURKNET, TR
31.223.116.0/23 #AS12735 ASTURKNET, TR
31.223.119.0/24 #AS12735 ASTURKNET, TR
31.223.123.0/24 #AS12735 ASTURKNET, TR
31.223.124.0/22 #AS12735 ASTURKNET, TR
31.223.16.0/22 #AS12735 ASTURKNET, TR
31.223.20.0/23 #AS12735 ASTURKNET, TR
31.223.22.0/24 #AS12735 ASTURKNET, TR
31.223.24.0/22 #AS12735 ASTURKNET, TR
31.223.28.0/24 #AS12735 ASTURKNET, TR
31.223.31.0/24 #AS12735 ASTURKNET, TR
31.223.32.0/22 #AS12735 ASTURKNET, TR
31.223.36.0/23 #AS12735 ASTURKNET, TR
31.223.38.0/24 #AS12735 ASTURKNET, TR
31.223.40.0/21 #AS12735 ASTURKNET, TR
31.223.4.0/24 #AS12735 ASTURKNET, TR
31.223.48.0/20 #AS12735 ASTURKNET, TR
31.223.6.0/23 #AS12735 ASTURKNET, TR
31.223.64.0/20 #AS12735 ASTURKNET, TR
31.223.80.0/21 #AS12735 ASTURKNET, TR
31.223.8.0/21 #AS12735 ASTURKNET, TR
31.223.88.0/22 #AS12735 ASTURKNET, TR
31.223.92.0/24 #AS12735 ASTURKNET, TR
31.223.96.0/22 #AS12735 ASTURKNET, TR
31.22.80.0/21 #AS8455 ATOM86-AS ATOM86, NL
31.22.8.0/24 #AS15598 IPX-AS15598, DE
31.22.88.0/21 #AS13214 DCP-AS, SE
31.24.0.0/21 #AS16082 SPITFIRE, GB
31.24.120.0/21 #AS15954 TECNOCRATICA Tecnocratica Centro de Datos, S.L., ES
31.24.192.0/21 #AS8194 VITA, LV
31.24.224.0/24 #AS13213 UK2NET-AS, GB
31.24.226.0/23 #AS13213 UK2NET-AS, GB
31.24.228.0/22 #AS13213 UK2NET-AS, GB
31.24.240.0/21 #AS12727 VIALIS Colmar, France, FR
31.24.8.0/21 #AS8758 IWAY, CH
31.24.81.0/24 #AS16276 OVH, FR
31.24.88.0/21 #AS12406 BN-AS Belarussian data communication service provider., BY
31.25.10.0/24 #AS9009 M247, RO
31.25.208.0/21 #AS16349 FON-AS-2, GB
31.28.128.0/19 #AS15425 COMA, CZ
31.28.32.0/19 #AS8439 AIST JSC AIST, RU
31.29.0.0/19 #AS12997 KTNET, KG
31.29.144.0/23 #AS8359 MTS, RU
31.29.146.0/24 #AS8359 MTS, RU
31.29.150.0/23 #AS8359 MTS, RU
31.29.177.0/24 #AS8359 MTS, RU
31.3.112.0/21 #AS2114 ESIC, ES
31.31.208.0/21 #AS9188 INFOSERVE-AS D-66119 Saarbruecken, DE
31.31.48.0/20 #AS15547 NETPLUS, CH
31.31.96.0/19 #AS6876 TENET-AS, UA
31.3.8.0/21 #AS5524 BREEDBANDNEDERLAND, NL
31.40.112.0/20 #AS8359 MTS, RU
31.41.136.0/21 #AS12985 TVKWSM-AS, PL
31.41.37.0/24 #AS16276 OVH, FR
31.42.32.0/20 #AS8242 INTELWAY-AS, RU
31.42.91.0/24 #AS15899 ERNIS-AS, LV
31.42.92.0/23 #AS15899 ERNIS-AS, LV
31.42.95.0/24 #AS15899 ERNIS-AS, LV
31.42.96.0/20 #AS15774 TTK-RTL Retail, RU
31.44.208.0/22 #AS3259 EXPERIAN, FR
31.44.212.0/23 #AS3259 EXPERIAN, FR
31.44.216.0/22 #AS3259 EXPERIAN, FR
31.44.246.0/24 #AS5547 ORTEL-AS Irkutsk Region, Russia, RU
31.45.0.0/17 #AS2119 TELENOR-NEXTEL Telenor Norge AS, NO
31.47.112.0/20 #AS8427 MAGINFO-AS Magnitogorsk, Russia, RU
31.47.216.0/21 #AS12703 PULSANT-AS, GB
31.47.72.0/21 #AS15954 TECNOCRATICA Tecnocratica Centro de Datos, S.L., ES
31.47.96.0/20 #AS8251 NFX_ZSPO, CZ
31.56.119.0/24 #AS9009 M247, RO
31.56.128.0/21 #AS9009 M247, RO
31.56.136.0/23 #AS9009 M247, RO
31.56.207.0/24 #AS9009 M247, RO
31.56.219.0/24 #AS16276 OVH, FR
31.56.246.0/23 #AS9009 M247, RO
31.56.248.0/21 #AS9009 M247, RO
31.56.33.0/24 #AS6079 RCN-AS - RCN, US
31.56.5.0/24 #AS9009 M247, RO
31.56.70.0/24 #AS6079 RCN-AS - RCN, US
31.57.161.0/24 #AS16276 OVH, FR
31.57.199.0/24 #AS16276 OVH, FR
31.57.41.0/24 #AS9009 M247, RO
31.57.42.0/24 #AS9009 M247, RO
31.57.82.0/24 #AS9009 M247, RO
31.57.89.0/24 #AS13213 UK2NET-AS, GB
31.58.11.0/24 #AS13213 UK2NET-AS, GB
31.58.116.0/22 #AS9009 M247, RO
31.58.25.0/24 #AS13213 UK2NET-AS, GB
31.58.27.0/24 #AS13213 UK2NET-AS, GB
31.59.0.0/21 #AS9009 M247, RO
31.59.12.0/24 #AS13213 UK2NET-AS, GB
31.59.128.0/24 #AS6698 VIRTUALSYSTEMS, UA
31.59.16.0/23 #AS13213 UK2NET-AS, GB
31.59.246.0/23 #AS9009 M247, RO
31.59.26.0/24 #AS13213 UK2NET-AS, GB
31.59.32.0/24 #AS13213 UK2NET-AS, GB
31.59.68.0/24 #AS16276 OVH, FR
31.59.8.0/23 #AS9009 M247, RO
31.60.0.0/14 #AS5617 TPNET, PL
31.6.56.0/24 #AS9009 M247, RO
31.6.62.0/24 #AS16276 OVH, FR
31.7.16.0/20 #AS719 ELISA-AS ELISA OYJ, FI
31.7.32.0/21 #AS7768 TEKNET TEKNET VERI MERKEZI HIZMETLERI A.S., TR
31.95.0.0/21 #AS5400 BT, GB
31.95.14.0/23 #AS5400 BT, GB
31.95.160.0/20 #AS5400 BT, GB
31.95.16.0/20 #AS5400 BT, GB
31.95.184.0/21 #AS5400 BT, GB
31.95.208.0/21 #AS5400 BT, GB
31.95.218.0/23 #AS5400 BT, GB
31.95.220.0/22 #AS5400 BT, GB
31.95.48.0/21 #AS5400 BT, GB
31.95.56.0/24 #AS5400 BT, GB
31.95.96.0/19 #AS5400 BT, GB
31.98.140.0/22 #AS6079 RCN-AS - RCN, US
31.98.144.0/20 #AS6079 RCN-AS - RCN, US
31.98.160.0/19 #AS6079 RCN-AS - RCN, US
31.98.192.0/19 #AS6079 RCN-AS - RCN, US
31.99.0.0/18 #AS6461 ZAYO-6461 - Zayo Bandwidth, US
31.99.203.0/24 #AS9009 M247, RO
31.99.205.0/24 #AS16276 OVH, FR
32.96.43.0/24 #AS12169 AS12169 - Kyndryl, US
35.128.192.0/22 #AS11096 FLORIDANET - FloridaNet, US
35.128.196.0/24 #AS11096 FLORIDANET - FloridaNet, US
35.128.209.0/24 #AS11096 FLORIDANET - FloridaNet, US
35.128.214.0/23 #AS11096 FLORIDANET - FloridaNet, US
35.248.32.0/20 #AS14554 FIRSTHOP - FirstHop, US
36.224.0.0/12 #AS3462 HINET Data Communication Business Group, TW
36.3.192.0/19 #AS4685 ASAHI-NET Asahi Net, JP
36.37.112.0/21 #AS4800 LINTASARTA-AS-AP PT Aplikanusa Lintasarta, ID
36.37.121.0/24 #AS4800 LINTASARTA-AS-AP PT Aplikanusa Lintasarta, ID
36.37.123.0/24 #AS4800 LINTASARTA-AS-AP PT Aplikanusa Lintasarta, ID
36.37.124.0/22 #AS4800 LINTASARTA-AS-AP PT Aplikanusa Lintasarta, ID
36.37.64.0/23 #AS4800 LINTASARTA-AS-AP PT Aplikanusa Lintasarta, ID
36.37.67.0/24 #AS4800 LINTASARTA-AS-AP PT Aplikanusa Lintasarta, ID
36.37.68.0/22 #AS4800 LINTASARTA-AS-AP PT Aplikanusa Lintasarta, ID
36.37.72.0/21 #AS4800 LINTASARTA-AS-AP PT Aplikanusa Lintasarta, ID
36.37.80.0/20 #AS4800 LINTASARTA-AS-AP PT Aplikanusa Lintasarta, ID
36.37.96.0/20 #AS4800 LINTASARTA-AS-AP PT Aplikanusa Lintasarta, ID
36.50.64.0/21 #AS4800 LINTASARTA-AS-AP PT Aplikanusa Lintasarta, ID
37.0.10.0/23 #AS3758 SINGNET SingNet, SG
37.0.128.0/17 #AS1257 TELE2, EU
37.0.32.0/19 #AS15547 NETPLUS, CH
37.100.0.0/14 #AS1267 ASN-WINDTRE IUNET, IT
37.10.64.0/22 #AS16322 PARSONLINE Tehran - IRAN, IR
37.108.0.0/16 #AS5617 TPNET, PL
37.11.0.0/16 #AS12479 UNI2-AS, ES
37.114.0.0/21 #AS15552 CK, RU
37.115.0.0/16 #AS15895 KSNET-AS, UA
37.120.129.0/24 #AS9009 M247, RO
37.120.130.0/23 #AS9009 M247, RO
37.120.132.0/22 #AS9009 M247, RO
37.120.136.0/21 #AS9009 M247, RO
37.120.144.0/20 #AS9009 M247, RO
37.120.192.0/20 #AS9009 M247, RO
37.120.208.0/21 #AS9009 M247, RO
37.120.216.0/22 #AS9009 M247, RO
37.120.221.0/24 #AS9009 M247, RO
37.120.222.0/23 #AS9009 M247, RO
37.120.224.0/21 #AS3210 SECURE-DATA-AS, RO
37.120.232.0/21 #AS9009 M247, RO
37.120.243.0/24 #AS3210 SECURE-DATA-AS, RO
37.120.244.0/22 #AS9009 M247, RO
37.120.248.0/22 #AS13210 ASE Piata Romana, Bucharest, Romania, RO
37.123.114.0/23 #AS13213 UK2NET-AS, GB
37.123.128.0/18 #AS8473 BAHNHOF, SE
37.128.152.0/21 #AS8865 ASN-BIAMAN-EDU MSK BIAMAN, PL
37.128.224.0/20 #AS2614 ROEDUNET, RO
37.128.48.0/20 #AS12741 AS-NETIA Warszawa 02-822, PL
37.128.64.0/18 #AS12741 AS-NETIA Warszawa 02-822, PL
37.130.0.0/18 #AS15874 INTERKAM, PL
37.130.160.0/19 #AS16086 DNA, FI
37.130.224.0/21 #AS13213 UK2NET-AS, GB
37.130.240.0/21 #AS13124 A1BG_RSD, BG
37.131.240.0/21 #AS15743 NETDE net.de AG, DE
37.131.248.0/21 #AS9074 KOCSISTEM, TR
37.132.0.0/14 #AS12479 UNI2-AS, ES
37.136.0.0/16 #AS16086 DNA, FI
37.138.0.0/16 #AS9145 EWETEL, DE
37.139.120.0/21 #AS8399 SEWAN-, FR
37.139.128.0/24 #AS9009 M247, RO
37.139.130.0/24 #AS16276 OVH, FR
37.139.131.0/24 #AS8739 ICDSOFT, BG
37.139.192.0/18 #AS8359 MTS, RU
37.139.88.0/21 #AS12850 ASN-ENTER, IT
37.140.0.0/17 #AS8369 INTERSVYAZ-AS 38-B, Komsomolsky prospekt, RU
37.14.0.0/15 #AS12479 UNI2-AS, ES
37.140.128.0/18 #AS13238 YANDEX, RU
