202.140.136.0/23 #AS18229 CTRLS-AS-IN CtrlS, IN
202.140.138.0/24 #AS18229 CTRLS-AS-IN CtrlS, IN
202.143.96.0/22 #AS18229 CTRLS-AS-IN CtrlS, IN
206.1.9.0/24 #AS18229 CTRLS-AS-IN CtrlS, IN
206.1.10.0/23 #AS18229 CTRLS-AS-IN CtrlS, IN
206.1.12.0/22 #AS18229 CTRLS-AS-IN CtrlS, IN
206.1.16.0/23 #AS18229 CTRLS-AS-IN CtrlS, IN
206.1.19.0/24 #AS18229 CTRLS-AS-IN CtrlS, IN
206.1.20.0/23 #AS18229 CTRLS-AS-IN CtrlS, IN
206.1.23.0/24 #AS18229 CTRLS-AS-IN CtrlS, IN
206.1.24.0/21 #AS18229 CTRLS-AS-IN CtrlS, IN
206.1.32.0/24 #AS18229 CTRLS-AS-IN CtrlS, IN
206.1.34.0/23 #AS18229 CTRLS-AS-IN CtrlS, IN
206.1.36.0/22 #AS18229 CTRLS-AS-IN CtrlS, IN
206.1.40.0/24 #AS18229 CTRLS-AS-IN CtrlS, IN
206.1.51.0/24 #AS18229 CTRLS-AS-IN CtrlS, IN
206.1.52.0/23 #AS18229 CTRLS-AS-IN CtrlS, IN
206.1.56.0/24 #AS18229 CTRLS-AS-IN CtrlS, IN
206.1.58.0/23 #AS18229 CTRLS-AS-IN CtrlS, IN
206.1.60.0/23 #AS18229 CTRLS-AS-IN CtrlS, IN
206.1.62.0/24 #AS18229 CTRLS-AS-IN CtrlS, IN
219.90.64.0/22 #AS18229 CTRLS-AS-IN CtrlS, IN
192.175.48.1/32 #AS18404 HYDIX-AS-AP HyderabadIX is an non-profit Internet Exchange Point in the city of Hyderabad, India., IN - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
103.208.208.0/24 #AS23664 WIPRO-TECH-AS-AP Wipro Technologies, IN
103.208.210.0/24 #AS23664 WIPRO-TECH-AS-AP Wipro Technologies, IN
203.91.193.0/24 #AS23664 WIPRO-TECH-AS-AP Wipro Technologies, IN
203.91.194.0/23 #AS23664 WIPRO-TECH-AS-AP Wipro Technologies, IN
203.91.196.0/22 #AS23664 WIPRO-TECH-AS-AP Wipro Technologies, IN
203.91.201.0/24 #AS23664 WIPRO-TECH-AS-AP Wipro Technologies, IN
203.91.202.0/23 #AS23664 WIPRO-TECH-AS-AP Wipro Technologies, IN
203.91.204.0/22 #AS23664 WIPRO-TECH-AS-AP Wipro Technologies, IN
203.91.208.0/21 #AS23664 WIPRO-TECH-AS-AP Wipro Technologies, IN
203.91.216.0/24 #AS23664 WIPRO-TECH-AS-AP Wipro Technologies, IN
203.91.218.0/24 #AS23664 WIPRO-TECH-AS-AP Wipro Technologies, IN
103.149.148.0/24 #AS23726 IIFON-AS-AP India Internet Foundation, IN
158.144.174.0/23 #AS23770 NCBS-IN Tata Institute of Fundamental Research, IN
158.144.176.0/24 #AS23770 NCBS-IN Tata Institute of Fundamental Research, IN
43.252.248.0/22 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
45.64.220.0/22 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
45.64.224.0/22 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
45.64.236.0/22 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
45.112.68.0/22 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
45.112.240.0/22 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
45.249.68.0/22 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
45.249.72.0/22 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
45.249.80.0/22 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
45.249.164.0/22 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
45.250.244.0/22 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
103.2.132.0/22 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
103.18.168.0/22 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
103.24.84.0/22 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
103.50.80.0/22 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
103.51.148.0/22 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
103.55.96.0/22 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
103.66.8.0/22 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
103.70.46.0/24 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
103.75.42.0/24 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
103.77.44.0/22 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
103.77.136.0/22 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
103.78.16.0/22 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
103.87.140.0/22 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
103.88.216.0/22 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
103.89.37.0/24 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
103.94.136.0/22 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
103.101.212.0/23 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
103.102.116.0/23 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
103.141.246.0/24 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
103.169.54.0/23 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
103.175.138.0/24 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
103.184.78.0/23 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
103.191.164.0/24 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
103.204.176.0/23 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
103.215.52.0/22 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
103.215.224.0/22 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
103.217.228.0/22 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
103.217.232.0/22 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
103.217.240.0/22 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
103.218.168.0/22 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
103.218.236.0/22 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
103.224.21.0/24 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
103.240.96.0/22 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
103.242.188.0/22 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
103.242.196.0/22 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
103.249.4.0/22 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
103.249.36.0/22 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
103.252.164.0/22 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
115.187.32.0/19 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
116.193.128.0/20 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
116.206.200.0/22 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
116.206.220.0/22 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
144.48.224.0/22 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
150.107.176.0/22 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
150.107.212.0/22 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
150.129.64.0/22 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
150.129.100.0/22 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
150.242.148.0/22 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
157.119.104.0/22 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
202.8.112.0/21 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
202.78.232.0/21 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
203.171.240.0/21 #AS23860 ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd., IN
192.175.48.1/32 #AS23870 BHARTI-AS-AP Bharti Airtel Limited, IN - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
45.64.92.0/22 #AS23872 DELDSLCORE-AS-AP delDSL Internet Pvt. Ltd., IN
103.129.0.0/23 #AS23872 DELDSLCORE-AS-AP delDSL Internet Pvt. Ltd., IN
103.142.18.0/24 #AS23872 DELDSLCORE-AS-AP delDSL Internet Pvt. Ltd., IN
103.242.224.0/22 #AS23872 DELDSLCORE-AS-AP delDSL Internet Pvt. Ltd., IN
203.110.80.0/20 #AS23872 DELDSLCORE-AS-AP delDSL Internet Pvt. Ltd., IN
202.6.99.0/24 #AS23901 HARMANCONNECTED-AS-AP HARMAN CONNECTED SERVICES CORPORATION INDIA PRIVATE LIMITED, IN
202.45.6.0/23 #AS23901 HARMANCONNECTED-AS-AP HARMAN CONNECTED SERVICES CORPORATION INDIA PRIVATE LIMITED, IN
203.82.250.0/23 #AS23901 HARMANCONNECTED-AS-AP HARMAN CONNECTED SERVICES CORPORATION INDIA PRIVATE LIMITED, IN
192.175.48.1/32 #AS23903 AKAMAI-AS-BANGLORE Akamai Banglore Office ASN, IN - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS23941 I2IENTERPRISE-IN i2ienterprise AS Internet Service Provider, IN - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
202.146.192.0/22 #AS23957 SPECTRUM-AS-IN Spectrum Softtech Solutions P Ltd., IN
202.12.16.0/24 #AS23984 CONDUENTIND-AS-AP CONDUENT BUSINESS SERVICES INDIA LLP, IN
203.32.4.0/23 #AS23994 TRANSWORKS-TRANSIT-AS-AP Concentrix Services India Private Limited, IN
202.59.2.0/23 #AS24003 JUBL-MAIN-AS-IN JUBILANT ORGANOSYS LTD., INDIA, LEADING CHEMICAL MANUFACTURER, IN
103.218.247.0/24 #AS24029 NIXI-IN-AS NIXI is an IXP in India, IN
119.92.160.0/24 #AS24041 VCUSTOMER-INDIA-AS-AP VCustomer Services India Pvt Ltd. Transit AS., IN
192.175.48.1/32 #AS24044 BHARTI-TRANSIT-AS-AP Leading Internet Transit IP Service Provider, New Delhi, IN - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
147.190.230.0/23 #AS24055 DB-APAC-IN-AS Deutsche Bank AG-India Internet AS, IN
160.83.96.0/23 #AS24055 DB-APAC-IN-AS Deutsche Bank AG-India Internet AS, IN
192.8.33.0/24 #AS24084 HCL-TECH-IN PLOT NO: 3A, SECTOR 126, SEZ, NOIDA, IN
192.8.38.0/23 #AS24084 HCL-TECH-IN PLOT NO: 3A, SECTOR 126, SEZ, NOIDA, IN
192.8.160.0/21 #AS24084 HCL-TECH-IN PLOT NO: 3A, SECTOR 126, SEZ, NOIDA, IN
192.8.168.0/22 #AS24084 HCL-TECH-IN PLOT NO: 3A, SECTOR 126, SEZ, NOIDA, IN
192.8.172.0/23 #AS24084 HCL-TECH-IN PLOT NO: 3A, SECTOR 126, SEZ, NOIDA, IN
192.8.176.0/24 #AS24084 HCL-TECH-IN PLOT NO: 3A, SECTOR 126, SEZ, NOIDA, IN
192.8.178.0/24 #AS24084 HCL-TECH-IN PLOT NO: 3A, SECTOR 126, SEZ, NOIDA, IN
192.8.180.0/23 #AS24084 HCL-TECH-IN PLOT NO: 3A, SECTOR 126, SEZ, NOIDA, IN
192.8.182.0/24 #AS24084 HCL-TECH-IN PLOT NO: 3A, SECTOR 126, SEZ, NOIDA, IN
192.8.184.0/22 #AS24084 HCL-TECH-IN PLOT NO: 3A, SECTOR 126, SEZ, NOIDA, IN
192.8.190.0/23 #AS24084 HCL-TECH-IN PLOT NO: 3A, SECTOR 126, SEZ, NOIDA, IN
192.8.192.0/22 #AS24084 HCL-TECH-IN PLOT NO: 3A, SECTOR 126, SEZ, NOIDA, IN
192.8.196.0/23 #AS24084 HCL-TECH-IN PLOT NO: 3A, SECTOR 126, SEZ, NOIDA, IN
192.8.199.0/24 #AS24084 HCL-TECH-IN PLOT NO: 3A, SECTOR 126, SEZ, NOIDA, IN
192.8.200.0/22 #AS24084 HCL-TECH-IN PLOT NO: 3A, SECTOR 126, SEZ, NOIDA, IN
192.8.206.0/23 #AS24084 HCL-TECH-IN PLOT NO: 3A, SECTOR 126, SEZ, NOIDA, IN
192.8.208.0/22 #AS24084 HCL-TECH-IN PLOT NO: 3A, SECTOR 126, SEZ, NOIDA, IN
192.8.212.0/23 #AS24084 HCL-TECH-IN PLOT NO: 3A, SECTOR 126, SEZ, NOIDA, IN
192.8.214.0/24 #AS24084 HCL-TECH-IN PLOT NO: 3A, SECTOR 126, SEZ, NOIDA, IN
192.8.216.0/22 #AS24084 HCL-TECH-IN PLOT NO: 3A, SECTOR 126, SEZ, NOIDA, IN
192.8.220.0/24 #AS24084 HCL-TECH-IN PLOT NO: 3A, SECTOR 126, SEZ, NOIDA, IN
192.8.224.0/21 #AS24084 HCL-TECH-IN PLOT NO: 3A, SECTOR 126, SEZ, NOIDA, IN
192.8.236.0/23 #AS24084 HCL-TECH-IN PLOT NO: 3A, SECTOR 126, SEZ, NOIDA, IN
192.8.239.0/24 #AS24084 HCL-TECH-IN PLOT NO: 3A, SECTOR 126, SEZ, NOIDA, IN
192.8.240.0/21 #AS24084 HCL-TECH-IN PLOT NO: 3A, SECTOR 126, SEZ, NOIDA, IN
192.8.248.0/24 #AS24084 HCL-TECH-IN PLOT NO: 3A, SECTOR 126, SEZ, NOIDA, IN
192.8.251.0/24 #AS24084 HCL-TECH-IN PLOT NO: 3A, SECTOR 126, SEZ, NOIDA, IN
192.8.252.0/22 #AS24084 HCL-TECH-IN PLOT NO: 3A, SECTOR 126, SEZ, NOIDA, IN
202.9.162.0/24 #AS24084 HCL-TECH-IN PLOT NO: 3A, SECTOR 126, SEZ, NOIDA, IN
203.105.163.0/24 #AS24084 HCL-TECH-IN PLOT NO: 3A, SECTOR 126, SEZ, NOIDA, IN
203.105.164.0/24 #AS24084 HCL-TECH-IN PLOT NO: 3A, SECTOR 126, SEZ, NOIDA, IN
203.105.166.0/23 #AS24084 HCL-TECH-IN PLOT NO: 3A, SECTOR 126, SEZ, NOIDA, IN
203.105.174.0/23 #AS24084 HCL-TECH-IN PLOT NO: 3A, SECTOR 126, SEZ, NOIDA, IN
203.105.176.0/21 #AS24084 HCL-TECH-IN PLOT NO: 3A, SECTOR 126, SEZ, NOIDA, IN
203.105.184.0/22 #AS24084 HCL-TECH-IN PLOT NO: 3A, SECTOR 126, SEZ, NOIDA, IN
203.105.188.0/24 #AS24084 HCL-TECH-IN PLOT NO: 3A, SECTOR 126, SEZ, NOIDA, IN
202.41.148.0/22 #AS24103 GREENFIELD-AS-AP ToLuna is in to Online Data Collection for Market Research, IN
45.120.172.0/23 #AS24109 WNSNET WNS Global Services, IN
45.120.174.0/24 #AS24109 WNSNET WNS Global Services, IN
103.60.246.0/23 #AS24109 WNSNET WNS Global Services, IN
121.50.0.0/23 #AS24109 WNSNET WNS Global Services, IN
121.50.3.0/24 #AS24109 WNSNET WNS Global Services, IN
121.50.4.0/22 #AS24109 WNSNET WNS Global Services, IN
202.41.2.0/23 #AS24109 WNSNET WNS Global Services, IN
202.58.132.0/23 #AS24109 WNSNET WNS Global Services, IN
202.58.134.0/24 #AS24109 WNSNET WNS Global Services, IN
69.26.60.0/24 #AS24118 NTT-IN-AS-AP-1 NTT GLOBAL NETWORKS PRIVATE LIMITED, IN
119.31.169.0/24 #AS24118 NTT-IN-AS-AP-1 NTT GLOBAL NETWORKS PRIVATE LIMITED, IN
202.40.6.0/24 #AS24127 IENERGIZER-AS-IN iEnergizer, IN
203.33.198.0/23 #AS24178 GODREJ-AS-IN Godrej Infotech limited, IN
192.175.48.1/32 #AS24185 ORACLEV6-OFSS-1 Oracle Corporation, IN - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
27.0.216.0/22 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
27.0.220.0/23 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
27.0.244.0/22 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
27.0.249.0/24 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
27.111.72.0/22 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
27.112.120.0/22 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
27.116.40.0/22 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
27.122.60.0/22 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
36.255.4.0/22 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
36.255.12.0/22 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
36.255.16.0/22 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
45.115.88.0/22 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
45.121.0.0/22 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
61.14.230.0/24 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
103.15.252.0/22 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
103.28.244.0/22 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
103.30.64.0/22 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
103.30.116.0/22 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
103.30.176.0/22 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
103.55.72.0/22 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
103.61.72.0/22 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
103.66.72.0/22 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
103.74.108.0/22 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
103.76.208.0/22 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
103.82.80.0/22 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
103.87.100.0/24 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
103.127.140.0/24 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
103.127.143.0/24 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
103.163.177.0/24 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
103.176.74.0/24 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
103.197.112.0/22 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
103.199.180.0/22 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
103.199.188.0/22 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
103.199.200.0/21 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
103.199.208.0/21 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
103.200.84.0/22 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
103.201.134.0/23 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
103.203.72.0/22 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
103.206.144.0/22 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
103.207.224.0/22 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
103.208.104.0/22 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
103.208.172.0/22 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
103.208.228.0/22 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
103.208.232.0/22 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
103.210.88.0/21 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
103.210.100.0/22 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
103.215.240.0/24 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
103.246.40.0/22 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
103.246.192.0/22 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
103.247.4.0/22 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
103.247.52.0/22 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
106.0.40.0/24 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
106.0.42.0/23 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
112.133.192.0/18 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
120.138.12.0/22 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
122.252.224.0/19 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
137.59.92.0/22 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
139.5.0.0/20 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
144.16.1.0/24 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
144.16.2.0/24 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
144.16.21.0/24 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
144.16.22.0/24 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
144.16.30.0/24 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
144.16.218.0/23 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
144.16.220.0/23 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
144.16.223.0/24 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
144.16.224.0/24 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
154.21.234.0/23 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
158.144.186.0/23 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
180.94.32.0/22 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
202.21.40.0/21 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
202.43.120.0/22 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
202.140.128.0/22 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
202.141.0.0/21 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
202.141.8.0/22 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
202.141.12.0/24 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
202.141.19.0/24 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
202.141.20.0/23 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
202.141.24.0/21 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
202.141.32.0/22 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
202.141.36.0/23 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
202.141.38.0/24 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
202.141.40.0/21 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
202.141.48.0/20 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
202.141.64.0/23 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
202.141.67.0/24 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
202.141.80.0/22 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
202.141.94.0/23 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
202.141.96.0/24 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
202.141.98.0/23 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
202.141.101.0/24 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
202.141.102.0/23 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
202.141.104.0/24 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
202.141.112.0/24 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
202.141.115.0/24 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
202.141.116.0/24 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
202.148.56.0/22 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
202.168.84.0/22 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
202.170.200.0/21 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
202.176.0.0/22 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
203.153.32.0/20 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
220.158.156.0/22 #AS24186 RAILTEL-AS-IN RailTel Corporation of India Ltd, IN
